index,customer_name,rating,review
14,Carolyn Barrett,2,The last software update seriously downgraded my phone. I loved my s23 fe until that update lost so many options in my settings that I used.
10,Linda in Dixie,2,"I finally HAD to replace my old Samsung Galaxy as it was having major issues & wasn't supported anymore. To be clear about this S23 FE, it is a tablet with phone capabilities, to call it a cell phone is misleading. Since I am not a techie & any directions from Samsung are pretty much non-existent it was a nightmare to get up & running & to have any confidence I hadn't just opened up all my information to anyone who could access it. That reminds me, I need to go back in and erase the passwords for my banking and credit cards that it so nicely downloaded. I got not just one migraine headache, I had two before I was finished. Using a fingerprint is just a sick joke, when I FINALLY  got one to scan that the Galaxy accepted, the print wouldn't work so after 10 or 20 tries I gave up and went back to a password but not before I got locked out once again for trying too many times. And on and on and on it went 'till I finally went through the system and turned off all the junk I knew I'd never use and all the very invasive crap that comes as part of a new system. Don't people know how to think anymore, AI can't take over everything & hopefully I'll be dead before it does. I am sorry I bought this thing.  EDIT: I returned it"
11,Terry Dunning,2,"After having my Galaxy S8+ for 6 years I found this phone to be a major disappointment! The Galaxy S8+ felt great in my hand it was wonderful to hold. The S23 FE Feels like a thin brick. The lack of a notification light on the screen when the phone screen is off is a major disappointment. Neither of the two phones I bought responds well to the touch screen, and I don't have screen protectors on either. Personally, I can't wait to replace this phone with one that's got the features that I miss from my old phone and feels better to hold. That said, the camera is great! But I miss the ability to expand the memory. It wasn't worth the money I saved."
12,Band Man,2,"I had an S8 before this, an old cheap phone. I thought I was getting a new, top of thr line phone with the S23. The S23 has less features than the S8. It is very glitchy and it easily butt dials. It doesn't even have an 1/8 inch jack. The only benefit of this is the extra storage."
16,Chuck,2,This Phone has no way to use an SD card for transporting video and the voice to text does not work well
15,richardbuzzell,2,"Bought this phone in February for my daughter in  law. After one month of use the phone started to act up. Sometimes she sound like she's under water. The keyboard doesn,t work half the time. The same issues she had with her previous model is now happening to this one. Samsung has to do a lot better especially for the price."
17,M D,2,"A few issues, the camera lenses stick out so the phone will not lay flat. What a ridiculous design. Had to buy a really thick case to level it. Next, what is Samsung thinking? This new S23 FE model does not allow you to delete multiple texts at one time, you have to delete every text individually...are they for real? I googled and went to YouTube to see if I was missing something, you cannot do it on this FE model."
18,iulian dinu,2,"Changed to s23fe from s20fe mostly because of the price, updates, camera and battery. Price is good and the phone is fast. Camera is better than my old phone.That's about it. Its bulky and heavier than the s20fe, uncomfortable in my pocket, feels like i am carrying a brick. Battery life is not so great as advertised. For the $399 i paid it's okay but less than i expected from a phone that was just released. Will wait for s24 and turn it in for an upgrade. I'd give it 2.5 stars.L.E The s24 ultra opened pre-orders but you cannot trade in s23fe which is a lemon. Day by dayi find new issues with this one."
19,William C,2,I am still evaluating this phone. I feel like I should get another one already. I will review again soon.
5,MB,1,"I just got this phone a month ago and I've already noticed a lot of issues. Sometimes calls won't go through, chargers won't work, and slow loading times. Idk if it's this specific phone being defective or if it's this model of phone but be careful.Edit: I noticed the charger problem has to be with my phone specifically because it looks like there's some kind of corrosion on the metal, there's blue/green spots on it. I'm trying to work with customer service to get a replacement but it's not panning out. I tried taking a picture, you can see the discoloration."
2,Joe,1,"I got this phone for my wife on a black friday sale and ever since she got it, its been have an unusual number of dropped and missed calls.  I called my carrier and points to hardware.  Then when i contact samsung, they had me go to local repair center but they said it was not repairable.  I was told then to try the mail in repair.  This is one major disvantage with purchasing directly from the hardware manufacturer.  You man need to send the phone in for 11 to 13 business days.  That is nearly a month.  This is a nightmare.  I thought samsung was a good company but this experience has soured me....do you do not get what you pay for..."
3,Mona,1,I absolutely hate this phone. The battery is sucked out within hours even when just sitting in table and gets hot. Sometimes it gets stuck for a few seconds. I I'm returning it as soon as I find another phone. Not worth $600 it has a bunch of apps on it that I do not want but scard if I delete them says could mess up the phone if you delete them. I'm old and want a nice last new phone not not second hand and this phone is not worth it. It will take a week or more now to get my money back
4,Life,1,"I had to replace Huawei mate 9 after hadused it perfectly for the past 7 years , because no new version of Google service to support few apps that I have to use daily. This Samsung Galaxy phone has the apps that I need but it is so so frustrating to see software messed up a lot and the battery lasts so short that I have to charge it again and again during the mid of conference call, it does not have warning sign before it turned off. It is no better than mate 9 other than able to use the most updated version of Google Play store. I am so disappointed that I had no choice other than return this phone back to Amazon. Wish Samsung S 24 Ultra do better."
1,Kim Schumacher,1,"I specifically asked my mobile carrier(Spectrum mobile) if the phone would work with their service before purchasing. They stated that if it said it was unlocked it would work with their service. I ordered the phone expecting to set it up and be good to go. The Spectrum rep started transferring info to the phone only to find that it wouldn't work. They looked into it more to find that it wasn't actually unlocked. They stated that this happens with Samsung's newer phones sometimes. I got home and started an online chat with Samsung and they had me make an appointment with a certified Samsung repair place to supposedly unlock the phone. When I got to the repair place they told me that they had no idea why they would send me to them and that they can't unlock a phone. Just wonderful that they wasted even more of my time!! I was able to return the phone with amazon, but of course even with prime I was charged for shipping....not the  biggest issue, but still an aggravation! I have been a loyal Samsung customer and still like the products, but I will never buy another phone online after having to waste so much time dealing with this. Don't get fooled by the cheaper price. Just a follow up, Amazon has decided to take their sweet @ss time returning my money. they have received the phone over 2 weeks ago and by the timeline they show, I might get the money refunded by Christmas. Ridiculous!"
6,Snake Pliskin,1,The delivery driver stole this and I had to go through an absolute nightmare with Amazon customer service to get my money back.  Most frustrating experience of my entire life.  I will never place a high value order with Amazon again in my life.
7,Arame Iskandaryan,1,"I bought it one month ago, and it’s already had a lot of problems, I can’t hear call unless I turn on speaker. It’s take a screenshot of the phone every time I am opening it. I want refund or change."
8,sake,1,i bought this phone using monthly payment method. it was meant to be a gift for my mom. when she went to set everything up with xfinity mobile. they told her that its not compatible with xfinity mobile. she doesnt wanna switch to another mobile provider cause then we would have to pay more for our phone plan. ill be returning the phone to amazon
9,mandy w.,1,"I bought this phone on black friday and while it is ""unlocked"" it is an internationally unlocked version that ATT says they cannot use on their network.  Needless to say, the phone had to be returned and that was a whole other challenge on its own.  Be super careful when buying this ""unlocked"" item!"
0,JSTYLES & CO.,1,"LADIES AND GENTLEMEN, Allow me to help you with buyer's remorse here. I genuinely care and will help prevent your migraines, you throwing this phone across the room, toss it through the window,  or perhaps drive over it. This Samsung s23fe should be recalled. I'm so appalled that this nearly $500.00 didn't even come close to my beloved ""LG G8 THINQ"" PLEASE LG COME BACK!!!  Anyways,  I do want to caution you that the ""Fingerprint"" Scanner will stop working after a few weeks. I done every trouble shooting you can imagine. Samsung is definitely aware of it but there taking there sweet time in finding a resolution.  The speed does fluctuate from time to time. There are moments it's blazing fast and moments it's in dire need of CPR. Have you noticed window scrolling hopping? And your scrolling through or reading it the screen slows down and sketches. Absolutely disappointing!  Let's not talk about the battery life because if I do I'm going to really miss my LG G8 THINQ. Battery life scenario: I fully charge it and I work a 10 hour shift, I rarely make phone calls and I'm at 72 to 75 percent. My LG was stable at 90 -92%. And again I'm not even making calls. Just casually will look and return text messages. Yes I did infact return it. SAMSUNG should recall this phone model."
